tmID,year,confID,playoff,rank,o_3pa,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,confW,confL,min,attend,winRatio,BPassists,BPsteals,BPrebounds,coachWinRatio,coachPostWinRatio
IND,5,EA,N,4.914378707212292,570.5448246234754,508.92986399298036,635.4204354684592,285.79176557907454,468.36425051170147,115.92432088028622,2260.138302203157,830.6412933094656,452.5878558109843,602.2216987287329,154.37984884571262,424.460475959151,304.1487311032468,666.2908350400946,970.4395661433413,553.2941995288619,632.8738468459863,230.5726465566324,496.8881732600072,158.41803267388318,2268.2502912756277,15.252723864587209,18.035104655188732,11.403985389889412,11.527757389774504,6719.118632886689,141144.49528712142,0.4577089660657629,66.54086188947637,43.830508536435154,205.10520167191393,0.0,0.0
LAS,5,WE,Y,1.0,514.4667921912776,586.8047089930386,672.7219321128495,249.88157019741035,478.2166398373603,158.8353876525328,2480.183331593769,838.9513727079418,490.35758488702254,675.6172552034188,185.4619530853385,536.9178759204689,313.0961216990141,737.2129895947542,1050.3091112937682,549.8051501884459,641.0383061453444,248.50812279042285,463.6845892032823,121.37170949475313,2353.7222833882447,24.713694506178378,8.574134013597563,17.174288637484068,5.757454142179851,6747.862095370387,162155.82001869226,0.7438949712641932,96.16788853809213,38.30866387238097,201.99090798130564,2.882354587295391,1.9171277772541082
MIN,5,WE,Y,5.185937116403875,522.261607644783,537.8087398788324,637.0840773194202,235.26096369441598,544.7304632194637,102.28440818073952,2258.2954901878916,832.0449584652752,475.63262374941667,629.6900883958493,142.78307970034632,435.8854827709709,326.73863417681173,646.4633478331189,973.2019820099305,516.9061318007336,660.5626763594955,270.5562682243957,471.92801262200487,123.99628905031112,2282.5056203803133,15.485895732988265,17.801932786787674,11.380688432049789,11.551054347614125,6714.864917293985,124815.83501171927,0.46262825511547256,82.90660493993282,31.81161879629538,110.80578498502318,1.125,0.5
NYL,5,EA,Y,4.306715618181894,466.09322226925957,520.3194547625013,602.569967064507,261.51161248565484,464.40987807755425,116.52511874606681,2196.4157888844406,780.9304328427684,464.3910698175699,601.5905425930548,150.4112425512125,451.3145773807006,320.57411391473596,707.5707529659543,1028.1448668806904,475.22570269465035,609.7467883317656,253.80447004529623,480.8884848604125,92.29793387387988,2176.663178054319,17.037721643010325,16.25010687676562,11.270464447324319,11.661278332339597,6702.407022936085,221604.73580343326,0.5134901466414852,58.34936885617203,36.91805094128322,165.7790082216478,1.048468282222244,1.0245633436537183
PHO,5,WE,N,6.72953555267568,342.3309024930025,457.6928674913911,649.7991835158516,297.4439760027751,486.09426458365505,108.68471663290471,2097.3834966518657,831.5644786709937,457.1023010347307,616.4090005166518,140.55585925917023,378.21253142997296,308.02944317248307,767.321322452156,1075.350765624639,515.0181217217564,646.5774900934485,272.4039860560225,571.173893345165,138.0802612197884,2260.787117635888,9.531073287340913,23.756755232435033,5.927550212086428,17.004192567577487,6743.213667460289,143269.21897430858,0.2883767128781098,52.04454951820198,40.09295552243055,142.72406062435584,0.0,0.0
SAC,5,WE,Y,3.623504135527698,449.71710380596414,550.9884665791856,642.1912646921232,284.44787951672475,462.59517261819724,123.1797699543473,2268.4694421446557,814.5570923406053,451.4062739903499,613.5433086896093,145.9639444651125,456.27409963030095,345.68242600714314,732.7644043318314,1078.4468303389745,508.3920469664503,634.9680124923584,229.42040236282455,547.1036169017497,137.2933469203131,2226.4844031366733,17.96684743485265,15.320981084923291,11.81558590955045,11.116156870113468,6726.0110934608765,150041.50826977714,0.5389743298798227,101.24539603245493,48.940717815165975,177.95266177345079,3.0,1.0
SAS,5,WE,N,3.8634855593278337,202.83299186471126,275.5953032320521,468.7695811984438,120.41196659905081,330.3280153225298,107.53368140129136,1426.2700856518586,558.2736633228719,350.2893573790569,479.7161236165393,95.94322472330786,310.36667326600264,250.4826470964212,504.18486549228226,754.6675125887035,341.2745577406253,430.77863986505344,177.07642146919235,273.0196461925002,90.14799638431612,1562.7799087481087,7.726971118655667,14.166113717535389,6.439142598879722,9.014799638431612,4394.71482373541,113667.60864098418,0.22726385643104904,102.13207320586156,31.976209864905815,186.4990561833914,1.0,0.0
SEA,5,WE,Y,5.1207259479764415,489.39262681314904,523.0290975177732,635.755066802293,248.1544058483608,466.80320317665485,138.67825198140264,2281.7818700729604,819.5041472745049,439.31457982861656,589.2835425345406,132.1735115554508,401.4339324445021,334.40844072647474,689.4687085722513,1023.8771492987261,468.3203758175945,571.4492309681713,246.90077747211794,483.5283242566015,111.58797197327648,2210.496385933077,16.68125939261281,16.606569127163134,10.10298536523933,12.828757414424585,6717.081600911394,117171.35666299252,0.4999833694787394,109.0430653357311,42.315368023213075,165.41834033912127,1.1370742058112076,0.4238831152341708
WAS,5,EA,Y,6.043437236542137,477.28174699025425,541.6265572063079,639.3242079533691,219.75528787433143,464.6281613361814,101.12120912288965,2243.8388094330376,867.5286331534555,464.28030212115,630.8766313879369,162.43091512512945,464.2985576830456,326.6944454767231,747.8225813939351,1074.5170268706584,544.1408798995853,565.2289971765273,248.87566976696243,459.99944020982286,112.79680391874764,2361.768483553191,11.142499879861738,22.145328639914204,8.115332753903962,14.816410025759954,6726.417846225485,244439.78681535312,0.3375501279754739,83.86987914777093,36.43758453705768,183.00487490322598,0.0,0.0
CHA,6,EA,N,4.042533167004979,476.6026597378543,451.8759897121347,658.7810360788571,229.18604844500848,477.1387944978463,125.90738814555802,2134.0217039180075,794.5302230812655,448.5330633947252,607.388677342444,131.71765000624103,366.0562721493624,364.676806287441,624.1589641895946,988.8357704770356,506.4409871272685,597.5106784501795,245.53214433348046,443.560852621861,111.13312472523928,2169.3111595634973,16.610620397321945,17.130440210301195,9.467826559460773,11.598129765738607,6831.908205666276,115767.19664235927,0.49261731356430605,89.9224326950486,41.03682658673186,133.75838593194553,0.9470720356416944,0.0
CON,6,EA,Y,1.338773618317041,425.7356277747264,485.7690076030743,543.4319331594512,253.4990327793293,395.6295939578676,87.08273402470154,2044.1602206053942,748.3197306138413,401.096953967205,538.7726546198314,132.54817879850117,369.87012856605793,280.4295724015039,671.868131134257,952.2977035357609,489.0401617665028,555.6556100944678,211.1003241552502,424.55496295924746,92.5168828993887,2030.284593993389,15.669545468608215,13.92848486098508,11.485059281603736,6.862033423638562,6000.806054868498,96543.18837206777,0.4608689843708299,69.02754216449023,43.7840000193865,186.5511263891983,1.125,1.5353664577906854
DET,6,EA,Y,3.1124515527724466,255.9960365716605,548.4235361267288,633.7340293891663,265.33075561365416,537.3760387975364,146.17258123164052,2379.33525445548,869.3284024413973,455.2602968231771,595.9244479782705,177.4316381492517,519.4740755389284,337.8829247617435,709.6991074148993,1047.5820321766428,505.6551831851929,725.9383156073183,291.73511659554396,491.80524768671484,130.72187270972265,2371.3487398552234,17.927181764090758,15.813878843532382,12.069812964447276,8.996143360752104,6812.795290692976,146488.431252675,0.5295773925858902,82.04742046478655,43.10222945638541,194.46375896077652,1.2421687202397875,1.1723535534249878
HOU,6,WE,Y,4.609004427827572,356.4729722615736,453.90066956830873,530.7336177806028,241.74970155739155,471.50838550447554,113.37193106142772,2182.997170991529,817.0103195544685,369.21661440197886,503.6401612640734,155.56756516209114,454.69966788489353,322.3695991430313,709.9994964534195,1032.369095596451,522.0793478982528,642.8031703487875,250.478487821048,459.69899132993567,121.56765437269638,2158.8048186730066,15.939562347729415,17.801498259893727,9.720680335032716,12.618093283284326,6790.497272256303,146915.43667504753,0.47429561463433906,63.58199203544683,37.408921783019714,195.28056301826481,0.8954056627717005,0.5543459042536024
IND,6,EA,Y,5.605277484830766,513.5577239785016,538.249296895989,637.6985012872472,270.0140716010919,479.5877939746002,127.42783936449501,2220.5929493985823,813.6865438918119,492.9438926697092,661.2666118708075,133.13662441947432,378.34600252497904,289.4166784722752,680.1067353301504,969.5234138024258,528.2870311890863,613.8618724072264,254.39173790580503,477.2306727209314,160.69762765191516,2253.4536048728073,15.091888211972146,18.64917239565099,9.237659655003858,11.828296670195522,6802.412666591042,133408.63298319228,0.4471875429946696,83.00130298353044,46.012345161846206,192.89936835848903,0.7894736842105263,0.0
LAS,6,WE,Y,1.0,450.5288569487194,611.7489310942583,709.8105984209747,257.5938437064946,510.5356093461756,151.93965326164417,2489.61278748069,823.7085120196546,532.7693940924843,729.9555722588891,178.16746703537743,520.4235155842437,329.5815738291692,730.7133547094373,1060.2949285386064,538.4737986552403,681.1076725164373,273.6410949154374,501.43342950850257,116.68028983237244,2358.3538851671706,24.89590179800376,8.845158809619381,16.426961195033417,5.9118124232836236,6892.414621837928,171773.97843579634,0.7384213136544622,111.40213985226052,39.85763369347317,217.32122646254462,0.0,0.0
MIN,6,WE,N,3.7947878346905726,534.8232912088139,530.2935557149794,651.6679686572149,249.095874367146,588.1777867231632,125.65052827804158,2198.9214335473735,814.1969044055909,484.77614622365195,654.7072560361943,110.4642886801597,368.49904599046897,324.35933506036844,688.8078485851995,1013.1671836455679,511.2381925153542,670.3871226040396,310.29599904979074,491.06608540856905,129.72632854980958,2223.6342437149933,17.08589342686499,16.655167180758152,11.774823668807212,10.56394994950983,6800.866052381537,124994.77084137074,0.5051298580663539,51.89950877809965,23.004165755031952,106.76571519087281,1.125,0.13447071068499755
NYL,6,EA,Y,2.838701853618639,562.1316004414344,532.2079152740788,592.6611053980185,228.0927682550375,490.87819128043475,121.28219780807042,2231.7900614505343,835.7058495872067,443.1407042678189,587.2137259563792,138.69416859772903,428.8400749860519,352.66558382978866,721.8449197142251,1074.5105035440138,501.81122670369416,596.5433528491042,275.56680098213127,448.50261308496783,111.83699422376374,2253.246572039961,17.65012390979498,16.09093669782816,10.461929887901537,10.604026437297845,6828.156902038862,187529.67577771327,0.5236228020448749,91.25756838180165,34.003793815363586,135.62323428370757,1.5714285714285712,0.6666666666666667
PHO,6,WE,N,5.628844172421972,454.76464372620086,485.25390107753884,712.2950322255007,287.615296137362,472.03328356325846,126.7048077974876,2226.330391318135,801.2940331757103,506.0406615567062,684.8808428797614,135.74724509445272,358.9850151935078,308.6471139294916,731.477945857976,1040.1250597874675,477.45847875436914,655.1196914564996,242.8720880951744,548.788923487164,137.3927736389729,2244.3759730025795,14.284362827791382,19.45669777983176,9.155701116350132,13.183072501966908,6795.263196658898,138830.76571606394,0.42305560261568287,70.31997509236116,39.93466395622733,138.6587491583969,1.0,0.0
SAC,6,WE,Y,3.863109359071513,395.80240643242655,530.6307298580338,641.4331335417158,303.2551045164295,476.8537984886346,119.88331956821507,2296.1726655533266,807.2020588459653,465.7851165808725,624.6528979798504,155.53302021765367,457.37247754867656,322.9738215660016,696.6390465982925,1019.6128681642941,511.3245881199385,641.9888647309506,236.78975842279524,576.3124719512529,124.37848547260784,2235.7222544904566,17.98794601396803,15.753114593655106,11.932948631259828,10.405824987057215,6836.739137987693,148452.0724120388,0.5328886307198448,98.04853049430422,51.027783309897764,163.13231924345982,1.2829196407516825,1.0
SAS,6,WE,N,5.859590469428237,230.94125773464327,413.95353205767486,570.1051965189381,216.88390177026375,446.5820458553341,106.55763329644309,1912.9508154252098,768.1143549823645,392.1081785139624,533.3551113124694,144.34641413877665,411.32229403191076,297.2697261563757,635.1673966856627,932.4371228420383,490.0194501152781,553.7463841547913,242.5778767809752,412.3806367821051,114.87374742147232,2072.683302617468,8.537137706062317,21.06089262353098,6.159668451880352,13.460241546479606,5973.18975584189,132154.89247913327,0.25109228547242113,71.18244601215686,30.216536314364728,129.82964988631753,0.9010441793454217,0.530859347975889
SEA,6,WE,Y,3.1346689711437308,457.3223233864487,541.466430356075,654.3667951573492,282.4222075455616,487.29352306652964,133.79174602998054,2380.5640300612204,839.5483802797536,428.93184016071075,591.0123195535683,136.51794782719588,394.7936876192103,314.4198374732157,682.8063319185661,997.2261693917818,492.9364230929234,639.2590616775201,250.14596677958968,511.19407458010215,127.7604063360787,2244.5465485474137,18.793334610839928,14.947725996783214,11.946670528008497,10.392103090308547,6785.761803214171,128066.44570866738,0.5561476573943986,100.61515461631564,36.595322169297,153.5441074500527,1.3152895573537366,2.5099607198762417
WAS,6,EA,N,4.742976110506439,353.6391633371014,494.1335709372964,647.3911916138267,242.18532741658382,438.7720481680484,118.22710404612931,2295.4904928748615,865.2829805040625,493.37671316930766,665.9576198001035,151.97413866862283,439.28861577626446,332.6165808363612,761.9364823531897,1094.5530631895508,537.6871362477747,604.5405974799954,241.31789084359028,480.3648731550145,111.65330236868586,2375.916812846055,14.87026360353712,18.87079700408602,8.678342638646871,12.387613686552509,6805.06659744795,225352.7543603133,0.44093463116425785,40.41396034538938,24.880557758044546,145.9793520220779,0.9152250844963279,1.0245633436537185
CHA,7,EA,N,5.282962913299789,365.32477804111016,477.9359181809874,702.0108015506552,263.92117390138304,513.804938338216,117.72808828062696,2109.293988753125,830.3146307023414,486.85043642410324,674.3136560760707,126.82704216662505,348.91094726711833,358.5446981128628,672.2187704776513,1030.7634685905143,499.82462418561454,633.3074713343776,260.4035208287665,500.87135553635363,133.22796103211542,2274.306739995411,9.88676232441529,24.01838592922958,6.0029123153923525,14.387556736285608,6903.573494389849,104542.4976350542,0.29227787706321334,48.84165050695939,40.57544349043901,163.50891847791868,0.4285714285714286,0.0
CHI,7,EA,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.40835519927729,23.8233390962703,83.71457139443346,0.0,0.0
CON,7,EA,Y,1.12409571607263,392.3175180634045,541.0465305445005,594.4872179928467,242.41004755363522,431.3510311167242,114.27903306183661,2316.5459589047587,803.2482651622028,433.3537725307579,576.9382007688948,125.86388942493488,388.96316664400894,324.51574867841424,707.4384093543246,1031.9541580327386,492.81685953901314,631.2831143754584,240.82024176958853,435.6097315539495,83.95135149780094,2165.7141922800984,22.215864863393577,10.171655448569158,12.44506406906505,6.949461645884009,6507.248322951789,112639.46228701812,0.653407790099811,95.09139297104987,46.158755761423826,156.76949631781932,2.1840953004870682,1.6254151115402071
DET,7,EA,Y,3.674883302144328,244.5921043554799,501.26198708796886,714.3813706241739,249.91256690961964,558.6832512420931,151.76643990587434,2295.475552036457,815.2565342452056,524.8013944681458,696.0955536054914,162.58321238038351,479.25110466152057,296.76717835702294,732.0689767251847,1028.8361550822076,484.9618769636808,737.383848278026,279.2291444589671,509.6720175697591,134.06657617301096,2317.89767533894,16.705943403164127,17.199204850480744,11.391881772100167,8.998587279577793,6883.898441332744,154642.4979104757,0.49219647548415757,60.62521935944986,37.53382981625097,203.79795408081017,0.9987065552633285,0.3924559550385402
HOU,7,WE,Y,3.589392283930543,260.48586413496434,462.20160159439746,562.5869880102089,244.44307879882112,442.03642518337597,108.06671099461556,2262.8440703539377,836.6482111421344,400.76391386378646,538.7212106901108,150.7720647858628,434.61186341776767,291.71820388972304,695.4249151273225,987.1431190170455,534.0692009525662,669.5429351388824,216.58963414448542,473.19725568622306,114.87102349676046,2224.832400933918,17.87893513125118,16.02621312239369,10.531374105520404,11.592721610552225,6844.045917561293,130287.73334484728,0.5278602207440448,106.22709568449721,41.47618689067354,139.84586232136317,1.1156057263626835,0.6532524359617596
IND,7,EA,Y,3.320644427223096,484.68818961711634,509.5752101004387,656.9002980824974,311.82878183945087,477.94793138828754,106.87859894939997,2188.532636381289,789.1712167272033,472.0676337531144,649.057527112881,126.71313348466457,371.1561391790003,282.815719714354,699.6835290774075,982.4992487917614,469.17184901589815,632.9601423413867,241.46967054269874,528.4134945477941,130.4720549015441,2177.1232006921855,18.83580738484092,15.069340868803955,12.255513406770659,8.134955644907302,6880.09519602975,139165.95122414085,0.5552062590255361,90.42974840738235,48.01959774921874,163.86711883131736,1.3265921535161898,1.0
LAS,7,WE,Y,2.901073967721166,410.2711715672886,573.252860604198,727.0402862675753,261.65336936074004,498.7897545448878,141.83883330490636,2385.932783792078,820.0910774879916,529.1133791195689,716.6762079588646,180.5961099185365,519.52144611096,331.1141095079099,716.9537902461017,1048.0678997540115,556.5506049134054,663.9297756676009,256.75886424366183,528.4074958606872,115.61550474618917,2349.891644014089,19.892337344714527,14.012810908930343,13.621634300370147,8.502461415702484,6833.852277900301,158306.15042218578,0.5873357960750019,94.86503451744439,41.354313360018175,186.16400074724018,2.0,0.0
MIN,7,WE,N,5.192211648281164,507.686543165741,530.7412233282788,634.1350170058961,254.73834151579183,555.1131760455924,126.50567679830527,2206.575516297533,844.48931127593,453.233434290563,614.9702120236493,122.210208101274,373.25233545733334,336.80545400219086,702.8708223660007,1039.6762763681916,527.5632263721891,666.973349756219,287.92923073036803,488.4894423683152,138.77143028906352,2264.422264943697,15.13038953987336,18.774758713771508,10.016441988211904,12.107653727860729,6832.001808631149,117677.04866412425,0.4459651712965776,45.89149120646358,23.723856181434808,131.60325461341478,0.8219852051753854,0.13447071068499755
NYL,7,EA,N,2.940915089327733,589.2969332543206,510.53065620155803,605.5496864180358,219.1623033007778,472.57833205439914,115.40014960268337,2285.1531687837974,850.4671505705209,442.4178498716792,600.3858074464611,130.01629278748658,409.29698707986796,347.80796987439015,698.4966138103953,1046.3045836847855,483.5538023488589,592.3968869280889,275.2076241181284,424.737532599184,95.46431518277727,2273.368443800208,17.871837352133923,16.033310901510944,9.53551760372716,10.854951447950802,6889.525532867991,177930.09138889363,0.5272912174498586,59.952830221983184,28.727784360261506,85.7413860230339,1.1868903684147802,0.23706334490346373
PHO,7,WE,N,5.230351077107115,508.1438580508133,525.6492508126286,702.6027030257154,259.34297012105884,500.5283015738547,159.8438173085447,2311.669353754232,835.3270383226949,516.7876471648124,707.1355480029597,126.40204384623014,341.8848452258619,315.20764799596714,714.6991013281998,1029.9067493241669,472.73210548812494,665.8165965028829,256.89435385593816,507.0990535518816,121.30159332787703,2313.843767656432,15.371547216504899,18.533601037139967,10.958108637725179,11.165987078347452,6798.264867832892,129525.15710776615,0.4531766194830912,90.42409356142751,34.478359578627014,145.64239290826777,0.0,0.0
SAC,7,WE,Y,2.048781802648285,373.1147321489402,528.3299678523884,668.4073874454849,303.7271383205925,491.5213455369297,112.35296307446666,2316.975062535409,771.5873018444994,473.5255822098232,642.6162105501313,128.58021438287386,405.8074446297552,291.3058444837789,694.9667056690869,986.2725501528658,480.7017159613842,693.3249181827932,235.6556040407667,605.2642620255874,129.2081730934858,2145.280400281696,22.43142377833497,11.4737244753099,15.143895114665778,6.980200601406855,6813.4578650460535,146399.50033134187,0.6611512314269293,88.51240730257759,43.61711183747642,152.0644867624586,2.1549857440014644,3.3907771723238915
SAS,7,WE,N,6.5822580931319346,299.4171450364301,426.0231135184049,620.7338402036198,203.0162631143919,502.6117361565301,96.06520475412937,2057.4636048102675,850.421761156931,437.0317106311098,582.5580035159601,142.8595118598696,409.2169851328505,331.31813445059026,678.7860201161175,1010.1041545667076,536.2665912938851,636.9206615723248,268.19302550487697,422.91218303998596,135.8655662298707,2280.7347448048413,7.5630668801297505,24.824453431832982,4.157413971713828,16.970738407629902,6497.132232979945,133992.03175831473,0.22244314353322797,93.29547903398691,27.757212409303992,99.87409028755296,0.33624441484975975,0.5308593479758889
SEA,7,WE,Y,2.4156390901362954,439.37471282132935,527.8633397127971,656.0354342166961,230.82566115914258,505.4845684009325,149.13230650544273,2454.9821851694533,872.7865165514105,467.63020313641346,625.8575355009289,134.28865481583478,410.1330177264256,326.8276165610221,684.8301316689515,1011.6577482299735,540.5035604202831,672.0468453142977,260.826221381733,464.81162465487756,144.38820914876604,2347.491891055069,19.55798799720071,14.347160256444159,12.614156274220672,9.509939441851959,6810.626708030791,142694.29375724428,0.576481314347819,88.51296869694251,30.475139864373045,182.10587044701583,1.3860146740290034,1.1278773959480093
WAS,7,EA,Y,4.905849918972656,452.7236687207473,508.62382861257925,678.8278630113673,253.47433084718662,436.38173397562605,91.46815463467946,2274.9015494739187,844.8255358918215,490.6032280125233,654.5780319587,150.7231441247593,435.3035745278455,291.03592294340194,758.8082763219351,1049.844199265337,542.3212345507237,625.7435305154236,218.30355856182751,495.3422479446111,109.3382363589116,2330.9774439209255,15.586167754771353,18.318980498873515,8.882174117378309,11.508294934299652,6865.225070867583,191227.36491681117,0.45972586278438626,53.92722565988438,39.81613967537735,152.576979070213,0.8960531263136122,1.0245633436537185
CHI,8,EA,N,4.428882529906485,339.12586228998225,322.04302967462866,426.43811787956724,175.25720868344234,333.43158475153103,79.08718803404437,1469.123604920408,614.3492766484567,344.82013982843347,465.66536314445324,126.539500854471,339.12586228998225,239.79235411922252,544.1198536742253,783.9122077934478,394.1705451616771,369.4953424950553,165.76674611935698,338.4931647857099,75.92370051268259,1700.0581939798178,3.1634875213617746,18.348227623898293,2.5307900170894198,10.123160068357679,4302.343029052014,36465.52065873718,0.09304375062828749,53.970674092023785,27.643505041760037,93.55333166714242,0.0,0.0
CON,8,EA,Y,1.0455806662225862,466.774930681265,597.3271686653621,553.6863161113052,248.47758653254078,483.6428274598563,138.77769220662495,2548.400516136237,894.8323265331709,385.6776287130406,528.2595931592097,149.35981390416077,464.27747402482873,353.293520973278,755.2460391746927,1108.5395601479706,515.0771447011432,640.5944511807675,261.18029449005763,467.4915286393796,96.00338386490363,2324.7020956835427,24.610077720153786,8.797654466119988,14.061565656143356,5.716042127858519,6708.289015998547,121153.38011416855,0.7238258152986407,91.30511557053701,36.29802708222437,146.76265949784218,2.797345339593397,1.5559180067548775
DET,8,EA,Y,2.615188816930171,351.7760571337993,546.0177513145966,712.2419858692392,226.55807794961697,544.9643122967103,142.4237502304399,2441.9604924410255,830.9116632753124,527.4578417095739,699.8312821034069,170.43928291839472,530.9734267191984,313.99731664482874,749.7408654429335,1063.738182087762,478.0263247666193,734.6101984134102,276.5533753145713,507.3487412177282,117.57431848342168,2359.7204511785935,20.68817730373113,13.276983413108498,13.042031665739628,7.101388591446092,6846.633544495985,157686.09057681463,0.6087862467238042,96.33934505871146,47.033450996642536,194.78526621980004,1.5816748244873686,1.8105336584708986
HOU,8,WE,N,3.216485256850305,394.3103300150962,506.3628740678296,597.0139648960914,249.2243239827898,520.4678695905333,92.83976301227824,2417.320917694298,894.446259963321,428.7519751609457,586.9826103153944,149.01818631416612,473.4519842252765,320.3678832776649,753.3642427797946,1073.7321260574595,528.9638376484055,691.9765315853344,268.09776944316883,502.17653770237445,98.50249149738865,2366.662681401754,17.955532571563616,16.009628145276015,10.827872539395043,9.95231311828283,6895.265363480921,130476.44591317006,0.5288418787364683,67.7576863866155,37.00627344652002,175.45875672251054,3.666666666666667,0.5
IND,8,EA,Y,3.1177734983602043,526.6435065501485,504.14969607127995,624.6958065189823,338.5104063217553,509.61575028258665,98.09764403131767,2344.4719222274343,848.5364537328135,434.6956892942454,592.0783544676212,133.22160825570015,417.24426812200954,286.09580091253054,746.0706772521885,1032.1664781647191,493.1056257347772,665.8856304046799,252.56106623940536,584.4619554596142,114.35594933664875,2264.9902050155724,20.205086651216728,13.760074065622904,12.093850711998735,8.049569545186985,6861.0540406111395,128791.0084094471,0.5947123972224961,96.98244834665748,60.53790443441776,180.2465771986834,1.5110442670971,0.26894142136999516
LAS,8,WE,N,1.6982692129068406,389.2205843524478,596.5026839890702,696.6453170415508,283.3843968463642,521.0671889691541,133.71573551512327,2505.555139626552,853.5664207150787,532.2051319549428,719.4118603922835,190.3421127291641,551.4591011758332,334.2054002284033,735.3312546659644,1069.5366548943678,561.8965160973048,646.2586763078231,273.99426285024134,545.8652043662549,123.4511439849481,2429.680086114264,23.123942759378753,10.841217957460879,14.49372283850057,6.286462819177302,6828.251463765655,147535.01293771167,0.6809486568699689,94.81307082736929,37.33112001204558,181.6486460226823,2.580100906600033,1.9171277772541082
MIN,8,WE,N,6.3359948266663055,451.5747886422342,505.5970505117465,646.7035421686784,215.676646920836,539.2241322371938,117.96066879450845,2406.7764974267525,945.4113259364135,513.1920039033859,680.7895992462686,158.14096770374434,480.0185616652671,359.07295541900334,784.5705307837737,1143.643486202777,589.2112298708554,645.4784961536874,300.6279563560904,456.54489818977925,129.42558321063996,2562.1556234799573,11.88440488205049,22.080755834789144,7.475249166215537,13.304936491462339,6827.571781784828,112517.36972711323,0.3498916216814146,68.51960374749389,26.067359495278158,117.20295460682075,0.0,0.0
NYL,8,EA,Y,4.243692973394941,624.5401245646283,488.05049869767316,648.8580289880045,239.93863204842822,538.0129632512651,113.24888343491295,2340.1009421482513,923.564496066026,512.3829002749386,677.3308035591828,155.94658205667272,442.00935431779675,343.5005843257021,782.9638730644665,1126.4644573901687,499.0208505916845,640.2307878839076,271.91277333540006,462.8654453249744,119.84574679206017,2515.4584744636636,13.52404300967324,20.44111770716639,7.931301943810364,12.212118313375356,6880.335264474188,163452.64927460867,0.3983716315268339,53.07772161529581,26.11822703702352,114.044936560371,0.6405742054151936,0.23706334490346365
PHO,8,WE,Y,5.0846085255149935,643.4501053353781,597.9986844351525,726.8965769921496,269.24913384978254,463.49759123877703,139.06361606665126,2721.866535577212,954.067252795327,588.4168202564368,798.7909252392694,174.86537953708358,516.582214543234,373.91713752448055,816.1210798504634,1190.038217374944,539.3348396257938,667.8307279506007,240.51106079654082,526.0173077449874,124.2742635033858,2671.4167053841743,17.034562732719973,16.930597984119657,9.086520685269962,11.693664972407914,6862.63243205184,127801.5897044367,0.5014104056033917,90.49176187898155,37.692865892167916,139.17923086330285,1.125,0.0
SAC,8,WE,Y,2.0179176778588084,428.7195217806132,516.0999454345174,669.4150294339993,320.34991233524636,523.4590642347407,96.94490411561479,2456.1842913469363,835.1181653647379,492.80667028982106,654.2475882541316,145.92864431051257,469.8317218634512,293.01042995501354,713.9686960373325,1006.9791259923462,497.34057463926194,689.323158233813,240.93508253883394,622.8125942211502,137.93422755659364,2308.9716453298092,21.52576552622633,12.439395190613306,11.88936551337798,8.890820144299896,6852.395420239008,147246.9984286755,0.6336262499953244,67.26106962842574,41.49387832588571,164.07938617338056,0.0,0.0
SAS,8,WE,Y,6.2138648507649785,461.75647701095636,498.13600514004366,613.9425662955313,230.21196616621572,493.3669271572074,87.79888231338441,2352.00732019476,928.6094044553137,470.54461512038256,618.9014113318335,156.86774344950177,440.7145743944495,357.0574492528453,796.6031404492724,1153.6605897021177,551.2826597501197,639.5016488145972,259.21313368986745,459.0315023549438,131.52173961081493,2484.6311674805115,11.003000895967366,22.404731290306408,7.854003570307019,12.560369614187012,6688.755913298074,128776.68613719124,0.32361767341080483,64.46053699209334,27.700453268660976,158.8966054108158,0.52018641529534,0.5308593479758889
SEA,8,WE,Y,3.418060283673739,461.91474310826015,519.0920392756306,672.4631501873077,231.56866241292317,546.3033209607163,135.1292514156583,2574.573284875754,915.3123197827841,507.72411545825076,677.1961702799993,153.08694876243058,456.86847305904644,323.77319561127945,700.1223470405973,1023.8955426518768,527.5310089136725,678.9768789478505,283.7132808336112,477.58475935105014,125.79436256530776,2491.43570378625,18.572252879685536,15.392907837154098,10.960186123743334,9.819999533934542,6803.903216381078,144573.21948545784,0.546700527762142,95.72162611069659,38.2011037113919,159.06147261666584,1.213794266671875,0.7188384145340337
WAS,8,EA,N,4.332720935993341,496.5546306262754,551.2525640968267,745.3700116030653,286.70719063040707,502.57344979054875,105.09129945969602,2573.597060892616,885.4285591710818,581.962705273984,778.8537209226947,184.43127787250205,509.7698091858548,309.994119714936,734.2543767479347,1044.248496462871,568.0585879273614,664.5003458788507,239.6232129626188,544.476113857457,96.47028497332695,2537.2511014886495,17.113393392059653,16.85176732477998,10.854814772068805,9.288605485116916,6855.592206527293,154548.39431717852,0.503815959013085,96.32495957506667,41.15648813946827,143.68210239456565,1.0420168957543816,0.049212614863914414
