tmID,year,confID,playoff,rank,o_3pa,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,confW,confL,min,attend,winRatio,BPassists,BPsteals,BPrebounds,coachWinRatio,coachPostWinRatio
ATL,9,EA,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.52089756673416,29.789517937285467,114.21602372457532,0.0,0.0
CHI,9,EA,N,5.422351454783586,468.6744754269616,495.9073083783419,557.6862796502974,230.10751063124636,445.08156446546616,99.89903472336539,2136.7887585389944,834.8125239096972,443.5777698119297,577.1675171400084,162.87365243488242,428.8375164098029,327.8178983069633,735.0085364880944,1062.8264347950578,514.2059136163413,567.7345836492275,213.97152406519552,482.35317225483925,115.17657350654181,2276.0764700662066,10.015768529305259,19.39269728187351,4.724484872821587,12.574612663165922,5990.454383679425,55493.34652038105,0.29458142733250764,47.92425870633027,29.731513789264667,181.64889299972467,0.0,0.0
CON,9,EA,Y,2.2814238868897827,533.3121810626637,611.0316082473265,608.8976120908462,263.3515773466334,519.2793095678664,149.66792029782454,2628.45350741043,946.1572992540628,442.15908338405694,590.064046835987,159.88194742063445,477.3810044693509,342.99059514379087,810.10340396793,1153.093999111721,556.7623206508994,635.7922314911476,251.58129814928262,503.22368193644814,89.04558462559837,2494.3556293128167,20.430309541772832,13.351932940097667,11.493304948376974,8.42492870220351,6845.3224539070225,130218.89342903282,0.6008914571109657,99.82718358078675,41.104836541059164,150.80873145979453,1.530138717250282,0.9213056005274667
DET,9,EA,Y,1.593852139072707,408.8276049802644,556.7561821860189,705.7656434672201,226.83751970532947,557.0011997713037,126.34748204008254,2603.230308478854,871.4368131733956,539.8149870892967,711.3199562342147,191.02848850489008,580.9445118152902,310.8373500039429,768.8747051769739,1079.7120551809166,521.0083011875373,755.0913285464082,276.20345801730645,521.0395397697798,117.21115813601111,2473.7171019409775,22.78235103426064,11.204839699967037,13.64778635259147,6.404944588598408,6848.762264336406,162777.57606413699,0.6701832880588383,90.15665502449538,38.83373480647555,164.7360626691739,2.047120945051517,1.3416508406811936
HOU,9,WE,N,4.344259919220982,375.77645040254407,539.0147164412222,633.6804300389792,274.3757839094149,591.625613514906,103.05840902160274,2475.9249304492205,913.1340556878438,523.1263791118232,670.461520512504,182.5203187023772,541.4581095712192,334.0465776796023,732.8992743156668,1066.945851995269,566.2943325711165,682.5063811887607,294.5939193069786,543.7988642090094,137.38937603510126,2531.914809189888,14.821987365824334,19.16520336840334,10.304381675532957,11.247132457758074,6835.025960611965,135749.81852235136,0.4362121358468692,59.83675401890421,31.31042337825869,178.64201444033517,0.6405705411460508,0.5
IND,9,EA,Y,2.4109687833658944,538.8832499831269,508.4813671326054,638.1671443379811,319.2176792386342,559.8130058794197,122.06454246589159,2430.17075524172,869.0642150375363,444.37310514140427,602.1461313018926,148.88979518314102,458.82376647068855,338.51883553789384,777.0102871734885,1115.5291227113823,481.65684683991475,664.0609519892846,269.9116008377441,600.6104956776097,114.13087093766046,2331.391330399618,20.70773634165596,13.279454392571717,12.034505839496754,8.018225101693126,6869.872526525885,132031.07575860777,0.6092147333220639,80.70369673351867,56.192470328023994,179.3041493229952,0.8075587540713821,0.0
LAS,9,WE,Y,5.050726865056659,431.44739140548495,569.626847795549,719.0012385666362,259.1126882103806,552.6413373286357,116.82250280354843,2522.909421815896,917.073855348729,580.7650368920705,770.3703749132623,190.75811635211966,542.3161389382678,339.7665130962352,798.9873924783575,1138.7539055745926,596.1079172229742,620.1694668288236,284.1152135625326,548.4797707822204,132.01852845797993,2605.6708639416483,14.825244825269106,19.161945908958568,9.122864288969588,12.428649844321441,6873.6204081705555,147708.89624454704,0.4363427666411958,35.90778876868754,27.247658786317007,183.44525427345013,0.4644975465669059,1.917127777254108
MIN,9,WE,N,6.123534316509433,479.66630172458224,562.7617900957754,688.6249592100934,229.79243266274426,552.9937251202093,103.44188749651819,2551.7220097724676,972.3415364644488,576.9361945240638,746.6852415317936,160.58115994869402,467.99250354424254,333.1011833278855,794.3270884476359,1127.4282717755214,573.9016779324384,645.175927397111,286.951892689702,502.3606271008558,140.53846132791298,2682.200427401655,10.692834087479392,23.294356646748284,7.807066268750321,13.744447864540708,6857.562194249822,117893.22840584381,0.31462391467722084,59.919275719831965,26.582337474731073,144.4095727582705,0.4166666666666667,0.0
NYL,9,EA,Y,4.089597941745675,642.5362339511735,495.6065589144396,629.3454887317279,270.96173846767437,584.7973846919058,110.5621755735588,2386.1973989741177,921.3105487057228,486.2151399215435,640.4463300540224,177.4796711836966,534.9563436502987,365.3156923944787,817.1326821783845,1182.448374572863,505.33099290922684,619.8502073121304,302.9522310640293,525.5514642420104,116.78162272280892,2506.315908516686,15.089671535893789,18.897519198333885,9.239407335608814,10.813323605581067,6861.153285305411,153596.70152274502,0.44403655033057465,77.30942069572664,38.67623812536174,130.55342835192667,0.7948330043150138,0.4543635127646607
PHO,9,WE,N,2.5017770583391568,743.7063855882252,651.7477943488254,683.3310196261372,279.20892129916297,477.7265997404943,151.67004320479657,2913.547732385782,997.0233490860502,576.7712628948169,746.4395173702309,247.66876297894578,671.7679012309011,418.8651546555852,897.6154331865388,1316.4805878421241,595.4007183571756,678.0550871247151,242.71723108323224,569.637318606197,114.6158474843118,2818.486724045863,20.80670368408609,13.180487050141583,14.09047229073081,7.461041842560221,6854.644532402059,130155.39139315739,0.6121066805405886,104.30290135354272,40.62718511874198,161.40831879002667,0.0,0.0
SAC,9,WE,Y,2.6389204273606284,428.89687732554836,529.315733008827,652.0796103226273,323.2903147436112,578.8140590030638,99.50907377524815,2500.9633783847644,870.454075780112,504.94323995755457,660.4143569372843,171.26707215756176,518.627746205521,302.4888249957588,716.5178212872769,1019.0066462830358,525.5801888904615,689.1188147208533,261.8431105040118,639.3717467731778,139.87281567062402,2417.1184636753405,19.928641434873462,14.05854929935421,11.959323315115215,9.592190818175817,6914.1139860140165,144292.74112817747,0.5863260450070825,72.52372707850964,43.81363925779735,167.35724674488768,1.2666666666666666,0.5
SAS,9,WE,Y,3.5493003846733933,527.6730635683971,541.6809597589945,638.6398581336315,263.59156522070543,534.2365315062765,114.48402827782877,2456.3375840603558,913.0480737136785,507.5078654661214,662.594707282901,150.62804676077735,449.115383209907,359.55045294391624,783.5751013746307,1143.1255543185468,528.972280853582,626.5377862175925,257.81369692633183,537.4208350550205,134.98582269985127,2484.232059654256,16.692097476677862,17.09014500519264,11.107985298435974,10.309031544245661,6806.524136300181,128715.54833267034,0.49094404343170184,92.11754897791361,34.68730135161389,135.203785360924,1.0116306140827862,0.664689353845637
SEA,9,WE,Y,3.7860397857332018,573.8915386850737,527.8864973929157,639.2889856805964,238.16473809467757,537.8911963273168,145.1648444462305,2675.3840073621795,960.6427829391079,488.9285857863201,619.5298512646635,179.58994089632145,501.84726232213666,329.60760558418104,738.6172766597168,1068.2248822438978,567.6645263226635,655.59518988074,276.30659053956293,488.5969851924179,117.07173627670468,2589.804092560858,17.57806599821502,16.409124736012654,10.985361738929857,10.566152394361172,6817.243402165536,138869.4398986648,0.5171702577535684,93.50899374410653,31.962294230875425,175.9852554747899,0.549228705714692,0.0
WAS,9,EA,N,4.75466329672098,516.4385654043783,501.138577621747,756.5180294640442,283.730680150574,545.841793860064,122.73888294614433,2580.8075119703303,909.8185418303576,603.4855991637498,792.8575369859514,178.46757263303695,516.2386931890424,356.1581238566453,791.635800152364,1147.7939240090093,556.0072198926438,726.1525637425233,249.97879064580755,566.3066954030687,100.59923719414122,2601.590255457502,16.409358361433373,17.5778323727943,9.049622088315088,11.003108852874792,6883.672705711653,141083.88516242232,0.482804983330133,59.292193194272905,40.09128925914268,186.14387870636008,1.1428571428571428,0.0
ATL,10,EA,Y,4.425390048318774,378.0547498420895,311.04170053897667,503.23006835167774,180.1765948244072,374.89375695043327,89.77219812303798,1601.9911974913962,641.049358427891,429.26283468692105,580.3582949080907,108.73815547297558,317.3636863222892,253.5116299108326,546.2195716782029,799.7312015890355,432.42382757857735,458.97616786848994,195.98155928268855,354.66340244383315,84.71460949638796,1820.0997070156784,2.5287943133250135,18.9659573499376,1.2643971566625067,11.379574409962562,4314.755297110804,89379.60280589428,0.07437630333308863,49.91178518331815,28.82735850700452,147.01516332716312,0.13333333333333333,0.0
CHI,10,EA,N,5.155341465513266,387.95885357284794,528.8402339630026,609.0926980542044,254.69528711793583,495.6058857928564,130.94059516594604,2348.7088288312966,886.7713294506204,483.04101499309394,626.3731021520867,167.37891923424417,478.8839259926967,351.9565687150004,772.3028558540012,1124.2594245690013,524.8231111524626,639.3408188402834,239.90966822227693,507.417840390674,120.75473119171639,2423.962593128579,11.270196844158606,21.041030353552287,8.059658036188802,10.946946197758784,6549.662864786435,59699.144592326615,0.3314763777693708,70.97327150497576,40.653584318944446,165.03017246218775,0.5454545454545455,0.0
CON,10,EA,N,2.1035081056896066,619.0938272917163,608.4828312449781,621.6063131480765,230.25498457469314,498.8723759495469,116.37133596187608,2667.363112526831,951.7476420942529,461.02446844475764,620.3690882772296,159.32438151514643,489.15190697378324,353.743916712147,829.0039894763485,1182.7479061884956,555.0159854625058,678.2808871952601,251.84600086405084,500.55347622090216,98.49974476507013,2523.84413414841,20.79046703955293,13.129441435699984,12.445835417991788,7.524090802447052,6848.279591897082,130049.53158405397,0.6114843246927332,95.83354692972398,31.26129450664466,172.1178706680973,1.5834997354131162,0.6599670724459736
DET,10,EA,Y,1.2184196610119677,451.2938976148466,586.6236566429585,717.2933777440288,259.1823670115209,518.4363279993846,121.07021576169672,2646.706409690801,871.7928590845098,554.472519290035,729.4514391294223,206.18324399254988,603.1065416083718,319.1587586185221,763.8963277593132,1083.0550863778353,520.3708546102465,759.4589808175267,246.3614989664463,553.2566702784314,118.3420614192843,2504.2414814516046,22.28774982264508,11.70753891119333,15.134852476414515,4.884542038721054,6865.349723521562,162708.93443074878,0.6555640344586634,73.78315227182229,37.956253530626945,194.4575414516049,1.9082067213956075,2.323815905342645
IND,10,EA,Y,3.415552059445958,616.7174843125583,503.11945888906683,694.3271493966149,322.2410556250937,575.7361877548882,149.20827767895682,2457.247342888906,882.931987105386,504.8282921212408,667.8023994470367,140.10868641504698,431.1184436107984,338.19082844844957,812.4069040235842,1150.5977324720336,478.71279488821426,660.8614253366561,285.140252542398,605.2821298047976,124.1633117702267,2410.8009527470595,18.36371069763394,15.631578036204468,12.01269129682278,8.00670321831279,6920.529001341495,131341.93141374257,0.540169334183028,82.81045554417734,51.092898824708925,176.9436963195375,0.9992561609024775,0.4987636884216826
LAS,10,WE,Y,3.7542602564221306,465.3032744248674,597.047292956948,715.2072640765822,253.98385825733328,587.6390051677917,179.52237553359697,2570.3815785899587,898.6934053306541,568.90180724657,758.1244514313545,187.11784338044367,545.2772692425959,351.9258961731481,779.3972070073472,1131.3231031804953,543.5672101065384,681.3855922386986,296.05414870038885,532.3714959174945,137.69660199816764,2553.4064612883217,18.096717689946274,15.898571043892131,10.941785395149095,9.6288637088145,6953.517406455215,156515.48803475127,0.5323690065709491,65.83917831924562,35.77361125771135,205.93636208513598,1.0505932581163866,1.008641099866642
MIN,10,WE,N,6.677634675568299,437.51996055169894,559.1191945885831,728.0583713208263,279.8673441264344,501.7896072454607,120.86408704271211,2687.8204491403226,973.3900147538386,599.1034824968343,786.0805432444491,160.84595003367784,479.3768172028774,343.7845912034768,837.1098069225773,1180.8943981260538,582.1824185220757,710.181159914887,262.32656150796083,550.8119296918935,140.19804684192002,2706.729462038189,14.048016832343011,19.947271901495398,7.929038699358512,12.641610404605082,6884.391314712583,118253.43719764288,0.41322433644162276,79.10175420650053,35.61777422607676,137.9157052210363,0.0,0.0
NYL,10,EA,N,3.400755672021399,682.6579366227888,530.6262136176069,645.5642342833127,282.9977003423092,560.9019318250434,114.63215902350113,2504.293737771261,923.010815990456,505.04508611893897,661.6589124916655,175.27982800830338,503.37401421595234,356.897530593193,820.8419921638274,1177.7395227570205,499.4319524575946,623.1058989281022,291.60285610747576,546.6975809954736,111.86209190033895,2526.346546108154,17.56177563170997,16.433513102128437,10.352451515057355,9.666943000078213,6885.712123108171,153707.52497084925,0.5166047153166423,76.90430674797477,38.92791802191863,150.4405553975005,1.0706586423090054,0.8751325804776819
PHO,10,WE,Y,4.713348628742917,716.7074693336829,593.7449691964698,753.2957916838627,249.36350836928008,484.853627357513,154.4074357349599,2974.5247188483163,1021.6643323819627,650.883103832282,863.7505906832322,244.7171776610907,686.4552010443767,432.22657383557515,872.5706126460321,1304.7971864816072,629.9183065896768,702.6760056777048,237.2062099854278,525.6127047845588,123.7094882552298,2938.928946257298,17.767912448547268,16.22737628529114,10.240084367164899,10.330564736798696,6835.903301162182,139456.04943936912,0.5226389206481203,94.41268069867412,37.19241769550853,150.94657312750005,0.8888888888888888,0.0
SAC,10,WE,N,3.499392998178949,434.6518585387117,493.71300666296406,676.0528267664295,320.5779838621066,583.357000685299,85.27886933498297,2528.8032679644275,925.800484610621,482.2199747557695,636.1288550940238,180.58120819420816,533.4036518267877,305.97298199837485,748.4325829005247,1054.4055648988997,560.6165146852984,733.2976007064327,265.1032887119869,629.6537503167067,181.67832759270425,2514.4021521712193,18.70935706163571,15.285931672202693,10.088443322476843,10.48220578148675,6841.971286288243,140988.40281763818,0.5503449179139174,75.35362045569853,46.24951770795588,158.91281434234992,1.1613294381973505,0.5
SAS,10,WE,Y,1.9376363057435564,534.833936677305,579.1823726673325,615.4761919112909,268.90736573416655,528.3972094192967,136.93717510863843,2513.022035947144,907.3278943752546,484.4276448205308,644.5171739908526,143.27681212984456,470.5371897719032,378.1684147252717,804.7062747664554,1182.8746894917272,510.65604608693366,651.4857416686345,270.57544903126865,531.4649965265434,118.55762253223729,2442.3602457008847,21.3121430625055,12.607765412747415,10.407518567952822,10.113662241314042,6834.00951552293,133145.01711590283,0.6268277371325146,107.84819913947366,38.46744760311346,143.71499978265692,1.722891530240397,0.7752382722578121
SEA,10,WE,Y,2.6569079723496154,497.4640797960924,529.2226507364138,667.5552253690716,257.65874683369424,530.3735989145293,141.89963713002152,2560.081097197453,897.6487572240344,503.51430105229997,657.7589933266225,174.79159105204877,525.3351702631959,331.12007393266947,752.1354039562945,1083.2554778889637,523.6227118213554,667.2306846725929,267.8941829180152,505.28893361743036,115.76198754789469,2473.6034065524173,20.373606387618114,13.621682346220291,12.25901318343015,8.311635920533444,6806.34214783089,139902.17427234756,0.5992856243785422,110.80440749256753,39.07501971982321,123.3888475747019,1.8273512636553924,0.5
WAS,10,EA,Y,5.541963390077706,480.7581845926748,489.67139463632736,756.8227305516731,256.71640490825365,603.4718821849589,103.93800342643233,2446.2709054444763,921.9450324155259,577.8906609295383,772.0850488159664,179.43637103582688,523.6741746342475,324.44822926271127,788.7050538866116,1113.153283149323,547.1518753901411,714.6765387514326,290.4529081825755,543.3536541853429,129.3015348951596,2601.217096796417,12.357371117319662,21.637917616518745,7.121655339634701,12.897739175500867,6846.579904573898,149652.14509469914,0.36351711759030003,63.00504155659355,37.36120696480432,170.32184561316515,0.0,0.0
ATL,11,EA,Y,2.892181528039156,375.4915427365753,460.2025645472642,653.5361543035882,274.25520003284043,510.8730089629275,109.51282991978773,2397.8726782665344,865.4311432522786,552.3657893148073,723.6296806954972,154.4184268984949,451.78157431416184,316.4031292781934,719.9218156538038,1036.3249449319974,547.839219569076,611.3392045976265,291.4477545808941,510.38489989600964,115.23818329289278,2437.646502717859,12.308905514099148,17.091029610845712,6.786602015410062,11.771775986572596,5980.62328164061,109202.1581862634,0.3620266327676221,63.205100208083685,38.80912985290064,182.17321498732008,0.720196839767225,0.0
CHI,11,EA,N,5.057142473296423,440.45325270017673,530.8376777198831,606.5055020145458,251.09501559018264,518.6123980975891,135.40319269625968,2490.4943263423975,960.8773465969966,480.4864903621861,617.919305544666,191.79320679739718,551.0223175434238,356.409068578126,787.9151372095163,1144.3242057876423,578.667618266887,637.2289226880815,260.827696914467,495.77501624710754,120.90977768697184,2594.034390353577,14.260138401314832,19.11864527090248,9.286243769577782,11.61263337785926,6723.717030610792,64220.81683344714,0.4194158353327892,57.707262194927786,22.736023702948756,135.90669988424187,0.0,0.0
CON,11,EA,Y,4.566672566885569,631.6774996060535,608.177609831552,656.623391209373,242.73678143211723,469.87418751380744,124.98668582602036,2657.019183078525,952.5393192155727,543.1884043224142,699.7865759499307,157.85502546419977,488.42372983460587,338.1020681136296,902.33078150165,1240.4328496152796,536.0414025134236,681.8962201132564,249.41475427018727,531.1789102980026,115.25186145819465,2606.1220682177595,17.762176853299188,16.208361419923556,10.899702372436467,10.35353348216903,6928.385803898479,120849.52738666836,0.5224169662735055,58.279024928029905,25.414605758661423,116.83172525711804,1.0958650534202463,0.6599670724459736
IND,11,EA,Y,1.8885626165360494,629.5390615620594,518.2155252415903,692.8560436314507,354.3282846668519,547.4562398437602,128.84783883113565,2551.281224760836,899.4108621236477,520.1084193301048,683.0988946906958,148.89006999542798,463.91533100481996,325.42721121907834,835.5392025061896,1160.966413725268,490.9051872954762,685.6028462833755,276.2015023846911,625.9647071838294,119.00288028891246,2467.8202135728284,20.662388283308815,13.33587867393958,15.16541479475106,6.106018008746271,6923.3553398276,133631.619384276,0.6077394455998757,74.78247974557594,57.910179734636564,176.90988066064259,1.5468438036885015,1.3441199693222539
LAS,11,WE,N,3.2774551947140904,494.8225748650507,590.6959041656828,631.6325401407016,230.60453968865068,575.2242226160344,170.97421586876166,2546.750841407972,901.4158159569404,512.0704464703833,672.7056296726562,203.47922949226617,602.627576207327,331.7439645847986,748.1707992325732,1079.914763817372,526.1406186826224,643.845034147707,298.54851567303876,488.5183562218928,123.34896187772283,2518.38130787653,18.035577673976398,15.962689283271999,10.978585714431341,9.231327981677588,6935.490149114185,169203.6794377569,0.5304995883191546,64.01250212916648,32.32865719910243,210.45818958871737,0.7,0.0
MIN,11,WE,Y,5.617119159607963,600.2857765315713,527.4363828997854,705.8962478910394,293.22633686409625,508.8762487111725,125.37504912638664,2715.116370192607,1016.129616784963,568.0627524535433,738.6184335151681,182.4364073898954,498.73523949671613,326.8527317387101,843.9940343998725,1170.8467661385826,586.4921475971578,699.9522516752787,254.53433479256847,545.8736241307988,140.07285167767964,2782.758393413365,14.017663027388556,19.980603929859843,7.341747574570837,12.868166121538094,6878.4546020819935,124495.00260052863,0.4123016320661001,84.34146451848983,40.21620158494357,196.11672833411623,0.0,0.0
NYL,11,EA,Y,5.676015304611259,699.9422017087383,527.7017561102195,640.150359932691,278.5741092606895,549.5852388986222,118.6575849741524,2509.1652457238897,912.2574412779824,521.452465679662,668.8281725490605,185.84947233251418,535.3771935831066,341.790724352059,851.2850411015824,1193.0757654536415,488.41235663975095,602.1780294733452,277.31447738230617,547.5209042032594,119.53506150358741,2531.816820568141,14.678052549317572,19.320214407930827,9.49750029284533,11.773932510652,6894.744193888887,161860.02209599141,0.4317375558603533,84.89561786690571,31.773152638983344,159.6158060907591,0.8240229365806638,2.327287656372824
PHO,11,WE,Y,2.365958047049152,684.0206309426976,613.5028137389555,744.8908668315933,233.96213462258018,494.4283955903127,171.2179055130086,3089.2441832391137,1067.3912710197155,642.7390592993238,855.6903142391687,219.60999325846052,636.859803889651,425.1297035114871,867.152706218148,1292.2824097296352,615.4305160761344,682.6520421807212,251.61528743836428,484.13568211597436,135.90397094808054,2997.1315945972156,21.075372713875247,12.922894243373149,11.984762987599122,8.22515070850981,6876.421981795865,142887.32436068932,0.6198834952257092,104.08460428270605,33.389327555374315,174.1974418764041,1.6392208502361103,1.75
SAS,11,WE,Y,3.241357985537361,663.8973621891269,591.0779218297823,603.1643316388818,261.3801333162861,516.1352778706253,123.70175539154899,2577.4873302922692,965.910497216642,486.6859064978325,629.0186606354401,162.06630329807274,488.5299341484498,369.2118618645475,816.9027888638516,1186.114650728399,522.2521629484775,646.1214863661686,268.94738083620695,512.8387208246946,119.46942037875935,2580.5732042291893,17.321926506877357,16.648611766345386,10.149906007453318,10.04181073976378,6907.332814261983,129865.41594372335,0.5094684266728634,101.96195636460622,52.657079631851964,139.7021419017733,1.0454927939942817,0.645757084294159
SEA,11,WE,Y,2.2416440848177146,490.2170702552071,533.5069470470398,694.3866581732909,269.2531564201763,545.9411600967975,147.02027551072925,2549.9154435304604,887.7564069505977,507.61423083203795,666.1292858751444,191.99136658966498,563.0522481315213,331.6763185435445,748.2569128955809,1079.9332314391252,519.4361694551503,670.2456038197006,272.3861199164371,536.7137473634806,125.39468581838092,2475.1184113228983,20.137431386766583,13.860835570481814,12.727427449979679,7.482486246129252,6944.56654691429,136081.3539886815,0.5923001662994789,119.56131896460671,37.43878865784447,127.83748276107877,1.5245114162446363,0.5
TUL,11,WE,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33604021747095,20.570364677842292,108.74537624766214,0.0,0.0
WAS,11,EA,N,4.567212376621063,446.1428388132488,466.4895997139283,736.7060150344272,292.9281870617235,605.7021792451455,112.82728413148084,2533.9683996807726,936.5192130755763,572.9025854749566,761.2847478779006,168.41398201703066,494.80127901298056,322.9005829499919,788.8915038534464,1111.7920868034385,532.516434532609,754.7064178165334,305.9703340698672,563.9910174802584,146.1789498105478,2614.3549936431396,14.660056263988524,19.33821069325987,8.941198781990492,12.33023402150684,6864.545646820043,176894.52566223787,0.4312020452385967,49.91689070507871,40.68646222340464,178.57252348490533,0.38009978305655956,0.0
